filename,filepath,label
002412MB5.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/002412MB5.jpg,Marino
006146MK4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/006146MK4.jpg,Marino
24.jpgMA7.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/24.jpgMA7.jpg,Marino
017005MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/017005MZ4.jpg,Marino
06.jpgMA8.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/06.jpgMA8.jpg,Marino
004494MI4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/004494MI4.jpg,Marino
003738MD9.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003738MD9.jpg,Marino
000203MD4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000203MD4.jpg,Marino
008122MM4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/008122MM4.jpg,Marino
001204MA5.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/001204MA5.jpg,Marino
003817MD9.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003817MD9.jpg,Marino
002407MB5.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/002407MB5.jpg,Marino
004250MD6.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/004250MD6.jpg,Marino
017461MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/017461MZ4.jpg,Marino
017426MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/017426MZ4.jpg,Marino
000217MA9.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000217MA9.jpg,Marino
000551MB9.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000551MB9.jpg,Marino
002914MG2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/002914MG2.jpg,Marino
001761MF1.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/001761MF1.jpg,Marino
006180MG6.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/006180MG6.jpg,Marino
002307MF2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/002307MF2.jpg,Marino
017174MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/017174MZ4.jpg,Marino
004678MI4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/004678MI4.jpg,Marino
56.jpgMC8.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/56.jpgMC8.jpg,Marino
003435MG2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003435MG2.jpg,Marino
000037MA2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000037MA2.jpg,Marino
014329Mv4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/014329Mv4.jpg,Marino
006185MG6.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/006185MG6.jpg,Marino
002397MB5.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/002397MB5.jpg,Marino
013879MV4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/013879MV4.jpg,Marino
000806MA1.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000806MA1.jpg,Marino
004673MI4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/004673MI4.jpg,Marino
017035MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/017035MZ4.jpg,Marino
013889MV4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/013889MV4.jpg,Marino
003420MG2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003420MG2.jpg,Marino
000208MD4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000208MD4.jpg,Marino
017169MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/017169MZ4.jpg,Marino
016995MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/016995MZ4.jpg,Marino
000627MC2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000627MC2.jpg,Marino
021311MI3.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/021311MI3.jpg,Marino
014647MW4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/014647MW4.jpg,Marino
004637MI4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/004637MI4.jpg,Marino
004622MI4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/004622MI4.jpg,Marino
006313MK4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/006313MK4.jpg,Marino
77.jpgMA8.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/77.jpgMA8.jpg,Marino
005249MH2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/005249MH2.jpg,Marino
013951MV4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/013951MV4.jpg,Marino
04.jpgMC7.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/04.jpgMC7.jpg,Marino
000242MD4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000242MD4.jpg,Marino
000221MA9.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000221MA9.jpg,Marino
012845MS4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/012845MS4.jpg,Marino
008053MM4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/008053MM4.jpg,Marino
51.jpgMC8.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/51.jpgMC8.jpg,Marino
017030MZ4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/017030MZ4.jpg,Marino
004880MD1.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/004880MD1.jpg,Marino
000105MA6.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/000105MA6.jpg,Marino
009630MN4.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/009630MN4.jpg,Marino
003773MD9.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003773MD9.jpg,Marino
003400MG2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003400MG2.jpg,Marino
003691MD9.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003691MD9.jpg,Marino
001024MA5.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/001024MA5.jpg,Marino
001555ME2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/001555ME2.jpg,Marino
88.jpgME8.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/88.jpgME8.jpg,Marino
27.jpgMA8.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/27.jpgMA8.jpg,Marino
003425MG2.jpg,/kaggle/input/sheep-breed-classification/SheepFaceImages/Marino/003425MG2.jpg,Marino
